time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9172	-5.94421	4.78157	2.19962	-0.568691	lidar	2.92882	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0496	-5.73563	4.81863	2.16858	-0.567318	radar	1.83745	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1784	-5.57599	4.72674	2.1523	-0.552402	lidar	0.337127	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3336	-5.38574	4.8055	2.14661	-0.509776	radar	1.30048	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4839	-5.14622	4.91439	2.11659	-0.516222	lidar	0.582331	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6141	-4.97154	4.90017	2.11568	-0.466867	radar	6.19639	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7247	-4.81692	4.75756	2.10411	-0.451721	lidar	0.570682	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.846	-4.60757	4.78352	2.08435	-0.444142	radar	0.154592	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9646	-4.34679	4.90381	2.04966	-0.460029	lidar	0.473601	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0721	-4.12633	4.80299	2.00246	-0.52482	radar	11.2766	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1694	-3.81816	5.00963	1.95425	-0.55239	lidar	1.54804	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.243	-3.57677	4.95175	1.90021	-0.614137	radar	3.38178	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2694	-3.31383	4.97231	1.848	-0.638254	lidar	4.1697	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3198	-3.06563	4.96618	1.80219	-0.666991	radar	0.332701	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3389	-2.85008	4.87222	1.76265	-0.673608	lidar	1.52359	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3966	-2.63102	4.83617	1.74345	-0.647286	radar	1.56162	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4654	-2.52425	4.51702	1.7397	-0.61631	lidar	5.52132	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5207	-2.29555	4.55633	1.72535	-0.581438	radar	1.20396	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5691	-2.10905	4.4646	1.70654	-0.570103	lidar	0.813836	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6002	-1.87979	4.49657	1.68922	-0.540192	radar	2.12108	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6007	-1.60906	4.60938	1.64949	-0.554493	lidar	1.35437	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.597	-1.39099	4.56832	1.6061	-0.587947	radar	1.54207	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6016	-1.15476	4.5895	1.57616	-0.588543	lidar	0.010833	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6309	-0.940659	4.55544	1.56264	-0.56571	radar	5.10181	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6441	-0.664995	4.68727	1.53963	-0.559461	lidar	0.809157	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6313	-0.419604	4.72726	1.49983	-0.59044	radar	2.30728	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.587	-0.0863646	4.98518	1.46022	-0.600449	lidar	2.50514	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5675	0.161834	4.99414	1.43147	-0.604565	radar	2.75508	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5433	0.476139	5.17303	1.40802	-0.595956	lidar	1.0531	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5319	0.721827	5.12233	1.4021	-0.5499	radar	1.88989	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5241	1.0072	5.20602	1.39011	-0.532771	lidar	2.43087	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4853	1.28758	5.23713	1.38612	-0.476573	radar	6.60705	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4299	1.49546	5.10961	1.35761	-0.482516	lidar	0.447795	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3911	1.70266	4.97763	1.3436	-0.459918	radar	8.64642	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3392	1.88316	4.81501	1.31811	-0.463752	lidar	0.629175	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2709	2.11029	4.81724	1.28785	-0.480144	radar	0.303319	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2123	2.27717	4.64741	1.26155	-0.484019	lidar	0.722356	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1501	2.49165	4.59557	1.24889	-0.456373	radar	0.623007	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0709	2.74815	4.69915	1.22931	-0.45169	lidar	0.260513	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9758	2.97063	4.77335	1.1854	-0.50464	radar	2.98253	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8686	3.28309	5.01756	1.16808	-0.492877	lidar	1.47136	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7848	3.51799	5.02276	1.14959	-0.487159	radar	2.11607	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6813	3.70249	4.91296	1.11874	-0.495889	lidar	0.340323	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5653	3.9065	4.88954	1.0868	-0.508417	radar	1.14115	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5036	4.06193	4.69969	1.06834	-0.503909	lidar	3.61384	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3819	4.25628	4.68897	1.03754	-0.513232	radar	0.565353	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2175	4.49467	4.81898	1.00593	-0.517393	lidar	2.18955	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0686	4.68516	4.74939	0.981241	-0.499522	radar	8.9517	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9515	4.8778	4.72533	0.960858	-0.494948	lidar	0.385259	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7959	5.06567	4.73015	0.930095	-0.500231	radar	2.32045	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6224	5.29916	4.86649	0.907668	-0.494304	lidar	1.01761	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4491	5.48215	4.94461	0.865038	-0.531057	radar	0.826397	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2603	5.65555	4.94807	0.827295	-0.543406	lidar	1.20683	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.096	5.81456	4.93627	0.790893	-0.563441	radar	3.11962	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.922	5.97127	4.89979	0.758188	-0.569457	lidar	0.0552412	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7834	6.14316	4.65047	0.762836	-0.495991	radar	4.43855	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6203	6.29585	4.62977	0.737715	-0.496964	lidar	0.0418558	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4754	6.45404	4.53275	0.727864	-0.46927	radar	1.45375	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.237	6.71738	4.84902	0.727434	-0.434213	lidar	4.63963	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0442	6.85068	4.78522	0.697222	-0.43925	radar	5.47303	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8269	7.03539	4.89641	0.679417	-0.431609	lidar	0.985661	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6135	7.17261	4.95061	0.642603	-0.457239	radar	1.58783	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4316	7.31104	4.90908	0.620637	-0.457349	lidar	0.320535	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1955	7.45363	5.11781	0.577663	-0.502114	radar	2.1969	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0122	7.61384	5.105	0.567618	-0.485507	lidar	2.11588	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8276	7.78946	4.97596	0.577816	-0.42323	radar	5.71043	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6225	7.92734	4.97567	0.558942	-0.420664	lidar	0.0413408	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4344	8.05605	4.89725	0.544904	-0.408256	radar	1.5915	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2249	8.06499	4.70924	0.479214	-0.464545	lidar	4.46977	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0389	8.20226	4.5326	0.48476	-0.408927	radar	5.36328	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8627	8.36173	4.57159	0.49088	-0.377406	lidar	3.14232	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6148	8.48166	4.80159	0.4608	-0.404593	radar	4.96882	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3543	8.63786	4.95509	0.455613	-0.382906	lidar	1.44711	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1603	8.7615	4.78878	0.459321	-0.337763	radar	1.51397	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9684	8.85663	4.73342	0.441493	-0.340376	lidar	0.497856	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7764	8.95991	4.60334	0.436602	-0.314809	radar	0.819135	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.559	9.03204	4.58647	0.40954	-0.328209	lidar	0.523572	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3131	9.14536	4.75572	0.393834	-0.333509	radar	4.883	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.013	9.257	4.93528	0.377508	-0.328353	lidar	6.2856	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7986	9.33687	4.90957	0.35732	-0.335941	radar	1.64831	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5342	9.45061	5.01198	0.350007	-0.32229	lidar	0.74321	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2624	9.49092	5.18662	0.298283	-0.383948	radar	5.20925	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9483	9.64253	5.40829	0.307346	-0.345461	lidar	2.45143	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6977	9.74801	5.27112	0.314117	-0.296453	radar	3.04565	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4195	9.85626	5.35817	0.309534	-0.282369	lidar	0.407598	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.164	9.94474	5.37732	0.298316	-0.28002	radar	0.351682	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8903	10.0657	5.46055	0.301622	-0.25818	lidar	0.434488	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6279	10.1437	5.46266	0.287849	-0.259237	radar	0.0256403	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3902	10.234	5.42965	0.282019	-0.252002	lidar	1.12861	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1244	10.3138	5.47692	0.268952	-0.25664	radar	0.405226	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9153	10.3039	5.27517	0.225389	-0.296658	lidar	1.65481	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6683	10.3679	5.21504	0.217022	-0.283667	radar	0.20253	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.475	10.3315	4.99777	0.16726	-0.330641	lidar	2.115	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1605	10.3774	5.32631	0.140618	-0.358084	radar	7.62801	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8999	10.4272	5.33238	0.12889	-0.350545	lidar	0.182996	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.669	10.4503	5.04225	0.121788	-0.315584	radar	6.37144	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4441	10.4015	4.929	0.0725296	-0.358824	lidar	2.06917	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1864	10.4213	4.9561	0.0564603	-0.355597	radar	0.569114	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8535	10.599	5.24138	0.113584	-0.256401	lidar	7.90231	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6023	10.6564	5.10016	0.124541	-0.209574	radar	1.61266	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3655	10.6464	5.03754	0.0957061	-0.233138	lidar	0.567699	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1025	10.6698	5.10565	0.0817131	-0.239934	radar	0.312352	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8412	10.7711	5.1759	0.105944	-0.195066	lidar	3.97917	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.574	10.8232	5.18205	0.110706	-0.17235	radar	1.30525	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3575	10.7754	5.03995	0.067708	-0.216056	lidar	1.82186	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1065	10.8056	4.98823	0.0675478	-0.196038	radar	0.443974	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8552	10.8768	5.0301	0.0819879	-0.166545	lidar	2.13221	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5743	10.8993	5.11502	0.0747483	-0.165668	radar	2.79982	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3531	10.9091	5.03488	0.0613384	-0.173403	lidar	0.643356	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0777	10.8521	5.36458	-0.0037242	-0.281961	radar	8.36259	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7712	10.8276	5.43905	-0.0254495	-0.28922	lidar	2.66449	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5148	10.8284	5.34867	-0.0323326	-0.27348	radar	0.425166	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2881	10.8148	5.25712	-0.0501221	-0.280662	lidar	1.0822	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0514	10.862	4.9484	-0.0204009	-0.196374	radar	6.14562	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78572	10.9171	5.01764	-0.00291615	-0.162514	lidar	2.10839	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57204	10.8842	4.92287	-0.0276917	-0.185118	radar	3.77379	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30375	10.9184	4.99273	-0.0174782	-0.160758	lidar	0.814451	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07019	10.8894	4.91954	-0.0348175	-0.169093	radar	2.4274	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79424	10.9303	5.01121	-0.0195377	-0.139407	lidar	1.19555	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.56875	10.878	4.93465	-0.0488185	-0.167523	radar	6.2257	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.4332	10.7857	4.64232	-0.100381	-0.223841	lidar	3.66051	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1924	10.7897	4.6107	-0.0940058	-0.194999	radar	1.51129	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80677	10.865	5.00049	-0.045727	-0.117434	lidar	7.06107	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54639	10.8641	4.95152	-0.0374218	-0.0869455	radar	1.94421	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25945	10.8597	5.04753	-0.0357457	-0.0780188	lidar	0.734426	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.03441	10.8856	4.87247	-0.0130001	-0.0256326	radar	3.03977	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
